scenario_id,category,description,model_label,dgp_type,dgp_n_did,dgp_n_rct,dgp_n_pp,dgp_true_effect,dgp_sigma_effect,dgp_true_trend,dgp_sigma_trend,dgp_baseline_mean,dgp_baseline_sd,dgp_within_sd,dgp_rho,dgp_rho_effect_trend,dgp_n_control,dgp_n_treatment,dgp_covariates,dgp_beta_cov,dgp_did_gamma_mean,dgp_did_gamma_sd,dgp_did_gamma_sign_flip,dgp_rct_gamma_mean,dgp_rct_gamma_sd,dgp_rct_gamma_sign_flip,dgp_pp_gamma_mean,dgp_pp_gamma_sd,dgp_n_randomised_did,dgp_n_randomised_rct,dgp_kappa_true,dgp_mislabel_rate,dgp_cluster_size,dgp_icc,dgp_randomisation_label_override,fit_fn,fit_normalise,fit_robust_heterogeneity,fit_design_effects,fit_correlated_effects,fit_hierarchical_rho,fit_time_trend,fit_baseline_imbalance,fit_mu_gamma,fit_kappa,fit_allow_unidentified_kappa,fit_cluster_deff_default,fit_pp_likelihood,fit_covariates,fit_multiplicative_covariate,fit_provide_rho,fit_data_format,fit_label,dgp_bespoke_fn,dgp_delta_rct,dgp_delta_pp,dgp_did_trend,dgp_pp_trend,dgp_n_outlier,dgp_outlier_shift,dgp_effect_df,dgp_within_df,dgp_outlier_direction,dgp_n_outlier_pp,dgp_trend_df,dgp_within_sd_shape,dgp_within_sd_rate,dgp_rho_alpha,dgp_rho_beta,dgp_size_effect_slope,dgp_rho_values,fit_priors,dgp_lognormal_sigma,dgp_trend_low,dgp_trend_high,dgp_mix_prob,dgp_sigma_within,dgp_trend_size_slope,dgp_n_small_min,dgp_n_small_max,dgp_n_large_min,dgp_n_large_max,dgp_level_assignments,dgp_level_multipliers,dgp_level2_assignments,dgp_level2_multipliers
N2,N,"Figure panel F: exchangeability gap Delta = 0.025 (DiD trend -0.04, PP trend -0.065)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,N,"Figure panel F: exchangeability gap Delta = 0.05 (DiD trend -0.04, PP trend -0.09)",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N3,N,"Figure panel F: exchangeability gap Delta = 0.05 (DiD trend -0.04, PP trend -0.09)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,N,"Figure panel F: exchangeability gap Delta = 0.075 (DiD trend -0.04, PP trend -0.115)",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N4,N,"Figure panel F: exchangeability gap Delta = 0.075 (DiD trend -0.04, PP trend -0.115)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,N,"Figure panel F: exchangeability gap Delta = 0.1 (DiD trend -0.04, PP trend -0.14)",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N5,N,"Figure panel F: exchangeability gap Delta = 0.1 (DiD trend -0.04, PP trend -0.14)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N6,N,"Figure panel F: exchangeability gap Delta = 0.125 (DiD trend -0.04, PP trend -0.165)",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N6,N,"Figure panel F: exchangeability gap Delta = 0.125 (DiD trend -0.04, PP trend -0.165)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N7,N,"Figure panel F: exchangeability gap Delta = 0.15 (DiD trend -0.04, PP trend -0.19)",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N7,N,"Figure panel F: exchangeability gap Delta = 0.15 (DiD trend -0.04, PP trend -0.19)",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.2",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O1,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.2",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.15",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O2,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.15",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.1",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O3,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.1",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.07",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O4,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.07",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O5,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.04",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O5,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.04",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O6,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.02",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O6,O,"Figure panel G: crossover, DiD trend -0.04, PP trend -0.02",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,-0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O7,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O7,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O8,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0.04",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O8,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0.04",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O9,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0.08",full,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,by_randomisation,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_divergent_trends,NA,NA,-0.04,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
O9,O,"Figure panel G: crossover, DiD trend -0.04, PP trend 0.08",naive,bespoke,10,0,10,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,fixed_zero,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_divergent_trends,NA,NA,-0.04,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1,P,"Unrandomised post-only imbalance, gamma mean 0",full,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,estimated,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1,P,"Unrandomised post-only imbalance, gamma mean 0",zero_mean,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,zero_mean,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P1,P,"Unrandomised post-only imbalance, gamma mean 0",naive,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2,P,"Unrandomised post-only imbalance, gamma mean 0.02",full,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.02,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,estimated,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2,P,"Unrandomised post-only imbalance, gamma mean 0.02",zero_mean,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.02,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,zero_mean,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P2,P,"Unrandomised post-only imbalance, gamma mean 0.02",naive,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.02,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3,P,"Unrandomised post-only imbalance, gamma mean 0.04",full,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.04,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,estimated,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3,P,"Unrandomised post-only imbalance, gamma mean 0.04",zero_mean,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.04,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,zero_mean,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P3,P,"Unrandomised post-only imbalance, gamma mean 0.04",naive,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.04,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did_general,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,fixed_zero,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,naive,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P4,P,"Unrandomised post-only imbalance, gamma mean 0.05",full,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.05,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,estimated,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,full,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
P4,P,"Unrandomised post-only imbalance, gamma mean 0.05",zero_mean,bespoke,10,20,0,-0.15,0.03,-0.04,0.02,0.45,0.05,0.12,0.5,0,100,100,NA,NA,0,0,FALSE,0.05,0.02,FALSE,0,0,0,0,0,0,NA,NA,NA,meta_did,TRUE,FALSE,FALSE,FALSE,TRUE,pooled,estimated,zero,0.5,FALSE,2,differenced,NA,NA,TRUE,summary,zero_mean,simulate_rct_imbalance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
